sciName	kingdom	taxID	locus	earliestExprStage	stageSerial
Caenorhabditis elegans	eukaryota	6239	WBGene00000001	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000002	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000003	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000004	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000006	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000007	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000016	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000017	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000018	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000020	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000022	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000035	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000036	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000037	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000039	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000040	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000041	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000042	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000051	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000055	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000056	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000058	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000059	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000063	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000064	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000066	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000067	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000068	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000069	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000070	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000071	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000072	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000073	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000074	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000075	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000079	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000080	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000081	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000083	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000084	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000085	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000086	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000090	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000092	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000095	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000096	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000097	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000098	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000099	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000101	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000102	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000103	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000105	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000106	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000107	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000109	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000110	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000111	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000112	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000113	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000114	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000115	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000116	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000117	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000118	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000120	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000122	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000133	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000135	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000136	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000137	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000138	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000140	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000142	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000143	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000145	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000146	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000147	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000148	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000149	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000150	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000155	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000156	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000158	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000159	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000160	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000161	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000162	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000165	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000166	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000168	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000169	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000170	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000175	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000178	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000180	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000181	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000183	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000184	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000186	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000187	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000192	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000195	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000197	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000198	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000199	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000200	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000201	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000202	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000204	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000206	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000208	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000211	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000212	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000213	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000214	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000215	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000216	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000217	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000220	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000221	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000222	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000223	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000224	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000225	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000226	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000227	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000228	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000229	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000231	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000233	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000235	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000236	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000237	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000238	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000239	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000240	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000242	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000244	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000245	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000246	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000247	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000250	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000251	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000252	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000254	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000257	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000259	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000262	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000266	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000268	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000270	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000271	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000274	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000275	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000276	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000277	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000281	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000282	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000283	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000286	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000288	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000289	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000292	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000293	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000294	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000295	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000296	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000301	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000366	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000367	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000369	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000370	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000371	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000375	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000377	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000378	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000379	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000380	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000381	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000382	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000383	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000386	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000387	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000388	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000390	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000393	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000395	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000396	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000397	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000399	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000401	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000402	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000403	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000405	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000406	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000408	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000409	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000410	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000411	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000413	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000415	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000416	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000417	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000418	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000419	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000420	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000421	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000423	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000424	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000425	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000426	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000431	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000435	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000437	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000441	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000443	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000444	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000448	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000449	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000451	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000453	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000457	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000458	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000459	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000460	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000463	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000464	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000465	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000466	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000467	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000472	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000474	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000476	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000477	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000478	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000479	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000480	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000481	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000482	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000484	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000485	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000490	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000491	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000496	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000497	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000498	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000499	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000500	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000501	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000503	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000506	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000507	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000508	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000509	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000510	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000515	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000516	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000517	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000519	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000520	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000527	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000528	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000529	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000530	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000537	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000540	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000542	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000543	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000545	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000547	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000548	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000549	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000550	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000552	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000554	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000564	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000565	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000566	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000567	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000584	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000585	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000591	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000601	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000606	L2 larva	3
Caenorhabditis elegans	eukaryota	6239	WBGene00000615	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000618	L2 larva	3
Caenorhabditis elegans	eukaryota	6239	WBGene00000625	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000646	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000650	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000652	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000655	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000665	L2 larva	3
Caenorhabditis elegans	eukaryota	6239	WBGene00000672	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000673	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000678	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000683	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000687	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000688	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000695	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000705	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000718	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000722	L2 larva	3
Caenorhabditis elegans	eukaryota	6239	WBGene00000732	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000738	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000742	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000745	L2 larva	3
Caenorhabditis elegans	eukaryota	6239	WBGene00000747	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000750	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000761	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000762	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000763	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000765	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000766	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000767	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000768	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000770	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000771	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000772	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000773	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000776	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000777	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000778	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000781	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000783	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000784	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000786	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000787	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000788	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000789	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000792	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000794	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000796	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000797	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000798	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000800	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000802	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000803	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000804	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000812	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000813	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000814	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000815	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000816	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000817	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000818	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000820	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000822	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000830	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000831	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000833	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000834	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000835	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000836	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000837	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000838	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000839	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000840	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000841	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000843	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000846	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000853	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000854	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000857	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000858	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000865	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000866	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000868	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000869	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000870	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000871	L4 larva	4
Caenorhabditis elegans	eukaryota	6239	WBGene00000874	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000875	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000876	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000877	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000878	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000880	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000883	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000885	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000888	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000889	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000890	L1 larva	2
Caenorhabditis elegans	eukaryota	6239	WBGene00000891	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000892	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000893	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000894	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000897	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000898	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000899	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000900	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000901	embryo	1
Caenorhabditis elegans	eukaryota	6239	WBGene00000902	embryo	1
