sciName	kingdom	taxID	locus	earliestExprStage	stageSerial
Drosophila melanogaster	eukaryota	7227	FBgn0013343	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013347	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013348	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013432	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013467	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013469	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013531	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013548	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013576	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013591	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013717	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013720	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013725	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013726	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013732	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013733	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013746	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013749	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013750	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013751	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013753	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013756	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013759	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013762	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013763	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013764	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013765	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013767	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013770	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013771	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013772	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013773	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013799	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013809	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013810	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0013811	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013812	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013813	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013948	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013954	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013955	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013972	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013973	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013983	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0013984	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0013995	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0013997	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0013998	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014000	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014001	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014002	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014006	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014007	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014009	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014010	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014011	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014018	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014019	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014020	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014022	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0014023	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0014024	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014026	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014028	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014029	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014031	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014032	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014037	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014075	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014076	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014092	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014127	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014133	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014141	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014143	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014163	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014189	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014269	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014340	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014342	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014343	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014366	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014388	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014395	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0014396	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0014411	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014417	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014427	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014454	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014455	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014464	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014465	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014466	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014469	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014861	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014863	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014865	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0014868	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014869	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014870	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014877	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014879	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014903	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0014906	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014930	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014931	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0014963	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015001	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015010	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015011	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015014	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015019	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015024	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015025	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015031	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015032	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015033	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015034	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015036	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0015037	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015038	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015039	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015040	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015075	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015129	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015218	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015221	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015222	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015229	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015230	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015239	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015240	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015245	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015247	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015268	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015269	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015270	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015271	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015277	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015278	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015279	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015282	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015283	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015286	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015295	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015296	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015299	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015300	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015320	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015321	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015323	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015324	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015331	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015336	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015338	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015359	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015360	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015371	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015372	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015374	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015376	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0015379	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015380	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015391	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015393	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015396	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015399	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0015402	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015477	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015509	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015513	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015519	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015520	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015521	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015522	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015524	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015527	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015541	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015542	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015544	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015546	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015550	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015553	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015561	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015562	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0015565	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015567	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015568	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015569	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015570	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015571	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015572	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015574	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015575	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015576	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015582	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015584	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015589	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015600	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015609	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015610	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015614	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015615	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015618	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015621	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015622	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015623	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015625	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015657	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015663	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015664	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015714	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015721	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015754	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015756	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015765	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015770	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015772	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015774	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015776	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015777	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015778	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015781	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015789	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015790	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015791	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015793	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015794	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015795	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015796	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015797	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015799	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015803	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015805	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015806	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015808	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015816	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015818	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015828	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015831	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015834	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015838	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015844	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015872	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0015903	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015905	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0015907	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015919	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015924	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015925	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015926	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0015949	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016013	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016031	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016032	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016034	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016038	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016041	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016054	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016059	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016070	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016075	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0016076	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0016078	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016080	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016081	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016119	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016120	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016122	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016123	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016126	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016131	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016641	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016650	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016672	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016675	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0016685	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016687	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016691	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016693	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016696	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016697	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016698	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016700	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016701	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016715	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016726	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016754	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016756	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016762	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016792	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016794	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016797	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016917	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016919	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016920	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016926	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016930	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016975	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0016983	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0016984	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017397	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017414	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0017418	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017429	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0017430	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017457	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017482	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0017545	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017549	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017556	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0017557	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0017558	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017561	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017566	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017567	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017572	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017577	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017578	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017579	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017581	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0017590	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019624	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019637	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019643	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019644	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019650	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0019662	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0019886	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019890	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019925	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019929	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0019932	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019936	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019938	newly eclosed	3
Drosophila melanogaster	eukaryota	7227	FBgn0019940	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0019947	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019948	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0019949	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019952	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0019957	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019960	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019968	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019972	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019982	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0019985	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0019990	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020018	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020224	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020235	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020236	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020238	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020240	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020245	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020248	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020251	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020257	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020261	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020269	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020270	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020272	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020277	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020278	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020280	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020294	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020299	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020300	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020303	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020304	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020305	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020306	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020309	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020312	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020367	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020368	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020369	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020370	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020371	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020372	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020379	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020385	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020386	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020388	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020389	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020391	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020392	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020399	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020407	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020412	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020414	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020415	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020416	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020429	adult	4
Drosophila melanogaster	eukaryota	7227	FBgn0020440	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020443	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020445	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020493	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020496	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020497	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020503	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020508	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020510	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020513	larval	2
Drosophila melanogaster	eukaryota	7227	FBgn0020521	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020545	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020611	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020616	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020617	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020618	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020620	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020621	embryo	1
Drosophila melanogaster	eukaryota	7227	FBgn0020622	embryo	1
